hdl:1774.2/2086 levy:034.004
hdl:1774.2/2821 levy:116.065
hdl:1774.2/2822 levy:016.121
hdl:1774.2/2823 levy:126.023
hdl:1774.2/2824 levy:012.077
hdl:1774.2/2825 levy:191a.104
hdl:1774.2/2826 levy:093.156
hdl:1774.2/2827 levy:029.041
hdl:1774.2/2828 levy:191.038
hdl:1774.2/2829 levy:181.097
hdl:1774.2/2830 levy:151.082
hdl:1774.2/2831 levy:060.076
hdl:1774.2/2832 levy:026.043
hdl:1774.2/2833 levy:077.143
hdl:1774.2/2834 levy:022.001
hdl:1774.2/2835 levy:134.002
hdl:1774.2/2836 levy:154.096
hdl:1774.2/2837 levy:094.177
hdl:1774.2/2838 levy:016.012
hdl:1774.2/2839 levy:193.058
hdl:1774.2/2840 levy:040.115
hdl:1774.2/2841 levy:162.074
hdl:1774.2/2842 levy:050.003
hdl:1774.2/2843 levy:170.048
hdl:1774.2/2844 levy:106.210
hdl:1774.2/2845 levy:144.052
hdl:1774.2/2846 levy:145.180
hdl:1774.2/2847 levy:171.108
hdl:1774.2/2848 levy:093.035
hdl:1774.2/2849 levy:104.152
hdl:1774.2/2850 levy:191b.079
hdl:1774.2/2851 levy:136.081
hdl:1774.2/2852 levy:133.152
hdl:1774.2/2853 levy:015.124
hdl:1774.2/2854 levy:076.154
hdl:1774.2/2855 levy:158.066
hdl:1774.2/2856 levy:026.083
hdl:1774.2/2857 levy:190.104
hdl:1774.2/2858 levy:030.147
hdl:1774.2/2859 levy:096.178
hdl:1774.2/2860 levy:087.020
hdl:1774.2/2861 levy:159.004
hdl:1774.2/2862 levy:100.088
hdl:1774.2/2863 levy:144.055
hdl:1774.2/2864 levy:054.027
hdl:1774.2/2865 levy:097.293
hdl:1774.2/2866 levy:158.175
hdl:1774.2/2867 levy:011.008
hdl:1774.2/2868 levy:164.016
hdl:1774.2/2869 levy:064.088
hdl:1774.2/2870 levy:185.073
hdl:1774.2/2871 levy:051.070
hdl:1774.2/2872 levy:033.069a
hdl:1774.2/2873 levy:116.039
hdl:1774.2/2875 levy:127.133
hdl:1774.2/2876 levy:173.033
hdl:1774.2/2877 levy:081.112
hdl:1774.2/2878 levy:144.156
hdl:1774.2/2879 levy:016.011
hdl:1774.2/2880 levy:192.057
hdl:1774.2/2881 levy:048.107
hdl:1774.2/2882 levy:148.036
hdl:1774.2/2883 levy:092.137
hdl:1774.2/2884 levy:060.100
hdl:1774.2/2885 levy:141.082
hdl:1774.2/2886 levy:004.013
hdl:1774.2/2887 levy:061.130
hdl:1774.2/2888 levy:034.017
hdl:1774.2/2889 levy:186.041
hdl:1774.2/2890 levy:161.023
hdl:1774.2/2891 levy:146.180
hdl:1774.2/2892 levy:015.002
hdl:1774.2/2894 levy:074.072
hdl:1774.2/2895 levy:000.053
hdl:1774.2/2896 levy:073a.078
hdl:1774.2/2897 levy:038.010
hdl:1774.2/2898 levy:041.029
hdl:1774.2/2899 levy:034.057
hdl:1774.2/2900 levy:073a.047
hdl:1774.2/2901 levy:092.029
hdl:1774.2/2902 levy:020.201
hdl:1774.2/2903 levy:086.045
hdl:1774.2/2904 levy:063.097
hdl:1774.2/2905 levy:142.024
hdl:1774.2/2906 levy:123.046b
hdl:1774.2/2907 levy:151.178
hdl:1774.2/2908 levy:020.096
hdl:1774.2/2909 levy:140.012
hdl:1774.2/2910 levy:110.013
hdl:1774.2/2911 levy:114.191
hdl:1774.2/2912 levy:166.130
hdl:1774.2/2913 levy:079.084
hdl:1774.2/2914 levy:176.030
hdl:1774.2/2915 levy:064.067
hdl:1774.2/2916 levy:140.065
hdl:1774.2/2917 levy:143.163
hdl:1774.2/2918 levy:023.074
hdl:1774.2/2919 levy:125.040
hdl:1774.2/2920 levy:091.089
hdl:1774.2/2921 levy:146.129
hdl:1774.2/2922 levy:176.040
hdl:1774.2/2923 levy:086.066
hdl:1774.2/2924 levy:150.030
hdl:1774.2/2925 levy:103.063
hdl:1774.2/2926 levy:031.149
hdl:1774.2/2927 levy:079.235
hdl:1774.2/2928 levy:192.004
hdl:1774.2/2929 levy:163.009
hdl:1774.2/2930 levy:182.024
hdl:1774.2/2931 levy:152.173
hdl:1774.2/2932 levy:164.017
hdl:1774.2/2933 levy:088.057
hdl:1774.2/2934 levy:081.111
hdl:1774.2/2935 levy:023.041
hdl:1774.2/2936 levy:145.036
hdl:1774.2/2937 levy:083.102a
hdl:1774.2/2938 levy:159.053a
hdl:1774.2/2939 levy:062.023
hdl:1774.2/2940 levy:145.014
hdl:1774.2/2941 levy:109.119
hdl:1774.2/2942 levy:106.220
hdl:1774.2/2943 levy:191a.205
hdl:1774.2/2944 levy:155.167
hdl:1774.2/2945 levy:156.195
hdl:1774.2/2946 levy:168.031
hdl:1774.2/2947 levy:190.040
hdl:1774.2/2948 levy:039.012
hdl:1774.2/2949 levy:114.133
hdl:1774.2/2950 levy:060.103
hdl:1774.2/2951 levy:094.192
hdl:1774.2/2952 levy:067.026
hdl:1774.2/2953 levy:059.090
hdl:1774.2/2954 levy:161.122
hdl:1774.2/2955 levy:117.063
hdl:1774.2/2956 levy:078.196
hdl:1774.2/2957 levy:047.071
hdl:1774.2/2958 levy:136.072
hdl:1774.2/2959 levy:041.109
hdl:1774.2/2960 levy:040.106
hdl:1774.2/2961 levy:054.096
hdl:1774.2/2962 levy:031.054
hdl:1774.2/2963 levy:036.032
hdl:1774.2/2964 levy:017.126a
hdl:1774.2/2965 levy:157.116
hdl:1774.2/2966 levy:158.038a
hdl:1774.2/2967 levy:086.096
hdl:1774.2/2968 levy:132.046
hdl:1774.2/2969 levy:030.105
hdl:1774.2/2970 levy:176.112
hdl:1774.2/2971 levy:094.116
hdl:1774.2/2972 levy:144.041c
hdl:1774.2/2973 levy:081.001
hdl:1774.2/2974 levy:079.187
hdl:1774.2/2975 levy:109.155
hdl:1774.2/2976 levy:148.015
hdl:1774.2/2977 levy:086.039
hdl:1774.2/2978 levy:025.128
hdl:1774.2/2979 levy:126.084
hdl:1774.2/2980 levy:034.002
hdl:1774.2/2981 levy:120.072
hdl:1774.2/2982 levy:097.088
hdl:1774.2/2983 levy:088.063
hdl:1774.2/2984 levy:154a.151
hdl:1774.2/2985 levy:083.041
hdl:1774.2/2986 levy:191a.067
hdl:1774.2/2987 levy:125.075
hdl:1774.2/2988 levy:129.133
hdl:1774.2/2989 levy:097.148
hdl:1774.2/2990 levy:093.013
hdl:1774.2/2991 levy:020.120
hdl:1774.2/2992 levy:164.113
hdl:1774.2/2993 levy:136.064
hdl:1774.2/2995 levy:133.109
hdl:1774.2/2996 levy:011.005a
hdl:1774.2/2997 levy:075.097
hdl:1774.2/2998 levy:041.061
hdl:1774.2/2999 levy:147.136
hdl:1774.2/3000 levy:123.043
hdl:1774.2/3001 levy:193.095
hdl:1774.2/3002 levy:080.209a
hdl:1774.2/3003 levy:155.113
hdl:1774.2/3004 levy:142.101
hdl:1774.2/3005 levy:047.125
hdl:1774.2/3006 levy:020.165
hdl:1774.2/3007 levy:094.133
hdl:1774.2/3008 levy:080.019
hdl:1774.2/3009 levy:152.061
hdl:1774.2/3010 levy:109.051
hdl:1774.2/3011 levy:193.108
hdl:1774.2/3012 levy:015.095
hdl:1774.2/3013 levy:193.130
hdl:1774.2/3014 levy:144.087
hdl:1774.2/3015 levy:033.048
hdl:1774.2/3016 levy:074.006
hdl:1774.2/3017 levy:001.100
hdl:1774.2/3018 levy:090.154
hdl:1774.2/3019 levy:134.053
hdl:1774.2/3020 levy:162.077
hdl:1774.2/3022 levy:093.104
hdl:1774.2/3023 levy:174.120
hdl:1774.2/3024 levy:114.088
hdl:1774.2/3025 levy:081.041
hdl:1774.2/3026 levy:191.175
hdl:1774.2/3027 levy:138.043
hdl:1774.2/3028 levy:105.008
hdl:1774.2/3029 levy:136.023
hdl:1774.2/3030 levy:144.021
hdl:1774.2/3031 levy:075.029
hdl:1774.2/3032 levy:067.095
hdl:1774.2/3033 levy:153.046
hdl:1774.2/3034 levy:192.006
hdl:1774.2/3035 levy:143.002
hdl:1774.2/3036 levy:060.063
hdl:1774.2/3037 levy:096.296
hdl:1774.2/3038 levy:035.008
hdl:1774.2/3039 levy:023.090
hdl:1774.2/3040 levy:017.001e
hdl:1774.2/3041 levy:158.085a
hdl:1774.2/3042 levy:015.122
hdl:1774.2/3043 levy:012.152
hdl:1774.2/3044 levy:065.033
hdl:1774.2/3045 levy:113.089
hdl:1774.2/3046 levy:044.060
hdl:1774.2/3047 levy:027.139
hdl:1774.2/3048 levy:035.050
hdl:1774.2/3049 levy:053.035
hdl:1774.2/3050 levy:015.045
hdl:1774.2/3051 levy:146.093
hdl:1774.2/3052 levy:154a.090
hdl:1774.2/3053 levy:148.184a
hdl:1774.2/3054 levy:152.207
hdl:1774.2/3055 levy:062.076
hdl:1774.2/3056 levy:073a.055
hdl:1774.2/3057 levy:065.115
hdl:1774.2/3058 levy:051.098
hdl:1774.2/3059 levy:126.085
hdl:1774.2/3060 levy:117.108
hdl:1774.2/3061 levy:079.238
hdl:1774.2/3062 levy:025.101
hdl:1774.2/3063 levy:141.070
hdl:1774.2/3064 levy:067.043
hdl:1774.2/3065 levy:162.023
hdl:1774.2/3066 levy:115.119
hdl:1774.2/3071 levy:026.020
hdl:1774.2/3072 levy:109.005
hdl:1774.2/3073 levy:133.104
hdl:1774.2/3074 levy:124.044
hdl:1774.2/3075 levy:178.071
hdl:1774.2/3076 levy:034.023
hdl:1774.2/3077 levy:145.011
hdl:1774.2/3078 levy:106.029
hdl:1774.2/3079 levy:146.138
hdl:1774.2/3080 levy:025.154
hdl:1774.2/3081 levy:141.074
hdl:1774.2/3082 levy:079.033a
hdl:1774.2/3083 levy:183.140
hdl:1774.2/3084 levy:146.013
hdl:1774.2/3085 levy:054.109
hdl:1774.2/3086 levy:060.042
hdl:1774.2/3087 levy:160.040
hdl:1774.2/3088 levy:003.115
hdl:1774.2/3089 levy:013.080
hdl:1774.2/3090 levy:080.038
hdl:1774.2/3091 levy:184.023
hdl:1774.2/3092 levy:090.150
hdl:1774.2/3093 levy:081.138
hdl:1774.2/3094 levy:116.005
hdl:1774.2/3095 levy:003.021
hdl:1774.2/3096 levy:138.102
hdl:1774.2/3097 levy:111.021
hdl:1774.2/3098 levy:066.078
hdl:1774.2/3099 levy:180.019
hdl:1774.2/3100 levy:008.112
hdl:1774.2/3101 levy:018.001
hdl:1774.2/3102 levy:108.136
hdl:1774.2/3103 levy:088.003
hdl:1774.2/3104 levy:104.006
hdl:1774.2/3105 levy:136.070
hdl:1774.2/3106 levy:181.009
hdl:1774.2/3107 levy:180.018
hdl:1774.2/3108 levy:020.175
hdl:1774.2/3109 levy:193.217
hdl:1774.2/3110 levy:014.099
hdl:1774.2/3111 levy:030.084
hdl:1774.2/3112 levy:100.051
hdl:1774.2/3113 levy:150.003
hdl:1774.2/3114 levy:049.045
hdl:1774.2/3115 levy:151.053
hdl:1774.2/3116 levy:113.058
hdl:1774.2/3117 levy:145.055
hdl:1774.2/3118 levy:096.022
hdl:1774.2/3119 levy:031.193
hdl:1774.2/3120 levy:008.075
hdl:1774.2/3121 levy:140.024a
hdl:1774.2/3122 levy:057.103
hdl:1774.2/3123 levy:109.161
hdl:1774.2/3124 levy:003.103
hdl:1774.2/3125 levy:154.142
hdl:1774.2/3126 levy:093.044
hdl:1774.2/3127 levy:029.038
hdl:1774.2/3128 levy:068.013
hdl:1774.2/3129 levy:187.054
hdl:1774.2/3130 levy:137.019
hdl:1774.2/3131 levy:027.082
hdl:1774.2/3132 levy:074.101
hdl:1774.2/3133 levy:093.079
hdl:1774.2/3134 levy:061.024
hdl:1774.2/3135 levy:144.100
hdl:1774.2/3136 levy:191a.173
hdl:1774.2/3137 levy:064.108
hdl:1774.2/3138 levy:068.061b
hdl:1774.2/3139 levy:153.032b
hdl:1774.2/3140 levy:134.035
hdl:1774.2/3141 levy:131.051
hdl:1774.2/3142 levy:120.083
hdl:1774.2/3143 levy:169.056
hdl:1774.2/3144 levy:089.062
hdl:1774.2/3145 levy:131.038
hdl:1774.2/3146 levy:136.035
hdl:1774.2/3147 levy:191b.029
hdl:1774.2/3148 levy:054.033
hdl:1774.2/3149 levy:073.035
hdl:1774.2/3150 levy:141.017
hdl:1774.2/3151 levy:146.122
hdl:1774.2/3152 levy:131.145
hdl:1774.2/3153 levy:106.073
hdl:1774.2/3154 levy:152.127
hdl:1774.2/3155 levy:170.091
hdl:1774.2/3156 levy:056.019
hdl:1774.2/3157 levy:101.068
hdl:1774.2/3158 levy:140.061
hdl:1774.2/3159 levy:061.064
hdl:1774.2/3160 levy:136.038
hdl:1774.2/3161 levy:156.108
hdl:1774.2/3162 levy:086.089
hdl:1774.2/3163 levy:005.067
hdl:1774.2/3164 levy:173.067
hdl:1774.2/3165 levy:059.011
hdl:1774.2/3166 levy:127.099
hdl:1774.2/3167 levy:056.018
hdl:1774.2/3168 levy:098.066
hdl:1774.2/3169 levy:041.127
hdl:1774.2/3170 levy:113.054
hdl:1774.2/3171 levy:172.021
hdl:1774.2/3172 levy:146.047
hdl:1774.2/3173 levy:004.108
hdl:1774.2/3174 levy:073.017
hdl:1774.2/3175 levy:122.039
hdl:1774.2/3176 levy:056.038
hdl:1774.2/3177 levy:191a.126
hdl:1774.2/3178 levy:131.080
hdl:1774.2/3179 levy:079.163
hdl:1774.2/3180 levy:098.054
hdl:1774.2/3181 levy:060.167
hdl:1774.2/3182 levy:166.040
hdl:1774.2/3183 levy:158.139
hdl:1774.2/3184 levy:104.052
hdl:1774.2/3185 levy:174.060
hdl:1774.2/3186 levy:125.059
hdl:1774.2/3187 levy:048.050
hdl:1774.2/3188 levy:013.128
hdl:1774.2/3189 levy:013.069
hdl:1774.2/3190 levy:016.006
hdl:1774.2/3191 levy:113.009
hdl:1774.2/3192 levy:100.016a
hdl:1774.2/3193 levy:145.187
hdl:1774.2/3194 levy:005.085
hdl:1774.2/3195 levy:158.223
hdl:1774.2/3196 levy:140.089
hdl:1774.2/3197 levy:161.055
hdl:1774.2/3198 levy:179.031
hdl:1774.2/3199 levy:143.060
hdl:1774.2/3200 levy:083.023
hdl:1774.2/3201 levy:142.033
hdl:1774.2/3202 levy:101.051
hdl:1774.2/3203 levy:075.159
hdl:1774.2/3204 levy:012.148
hdl:1774.2/3205 levy:112.032
hdl:1774.2/3206 levy:022.054
hdl:1774.2/3207 levy:161.020
hdl:1774.2/3208 levy:120.010
hdl:1774.2/3209 levy:182.001
hdl:1774.2/3210 levy:106.113
hdl:1774.2/3211 levy:106.084
hdl:1774.2/3212 levy:190.121
hdl:1774.2/3213 levy:044.109
hdl:1774.2/3214 levy:078.105
hdl:1774.2/3215 levy:159.052
hdl:1774.2/3216 levy:178.059
hdl:1774.2/3217 levy:158.101b
hdl:1774.2/3218 levy:145.109
hdl:1774.2/3219 levy:136.090
hdl:1774.2/3220 levy:001.143
hdl:1774.2/3221 levy:125.028
hdl:1774.2/3222 levy:051.071
hdl:1774.2/3223 levy:147.135
hdl:1774.2/3224 levy:042.056a
hdl:1774.2/3225 levy:179.041
hdl:1774.2/3226 levy:145.106
hdl:1774.2/3227 levy:164.029
hdl:1774.2/3228 levy:119.006
hdl:1774.2/3229 levy:158.080b
hdl:1774.2/3230 levy:117.030
hdl:1774.2/3231 levy:130.117
hdl:1774.2/3232 levy:105.080
hdl:1774.2/3233 levy:060.172
hdl:1774.2/3234 levy:093.007
hdl:1774.2/3235 levy:145.101
hdl:1774.2/3236 levy:159.103a
hdl:1774.2/3238 levy:043.078a
hdl:1774.2/3239 levy:147.003
hdl:1774.2/3240 levy:025.026
hdl:1774.2/3241 levy:097.202
hdl:1774.2/3242 levy:100.056
hdl:1774.2/3243 levy:068.045
hdl:1774.2/3244 levy:087.072
hdl:1774.2/3245 levy:015.043
hdl:1774.2/3246 levy:144.006
hdl:1774.2/3247 levy:159.007
hdl:1774.2/3248 levy:115.104
hdl:1774.2/3249 levy:191a.061
hdl:1774.2/3250 levy:094.053
hdl:1774.2/3251 levy:007.121
hdl:1774.2/3252 levy:031.173
hdl:1774.2/3253 levy:163.074
hdl:1774.2/3254 levy:043.144
hdl:1774.2/3255 levy:100.021
hdl:1774.2/3256 levy:147.170
hdl:1774.2/3257 levy:016.027
hdl:1774.2/3258 levy:080.184
hdl:1774.2/3259 levy:152.139
hdl:1774.2/3260 levy:146.029
hdl:1774.2/3261 levy:152.102
hdl:1774.2/3262 levy:053.004
hdl:1774.2/3263 levy:065.112
hdl:1774.2/3264 levy:147.158
hdl:1774.2/3265 levy:128.118
hdl:1774.2/3266 levy:135.067
hdl:1774.2/3267 levy:154a.191
hdl:1774.2/3268 levy:176.155
hdl:1774.2/3269 levy:028.076
hdl:1774.2/3270 levy:050.040
hdl:1774.2/3271 levy:089.085
hdl:1774.2/3272 levy:026.009
hdl:1774.2/3273 levy:141.023
hdl:1774.2/3274 levy:050.084
hdl:1774.2/3275 levy:057.029
hdl:1774.2/3276 levy:024.038
hdl:1774.2/3277 levy:015.103
hdl:1774.2/3278 levy:152.142
hdl:1774.2/3279 levy:149.011
hdl:1774.2/3280 levy:027.038
hdl:1774.2/3281 levy:081.153
hdl:1774.2/3282 levy:082.138
hdl:1774.2/3283 levy:106.230
hdl:1774.2/3284 levy:192.024
hdl:1774.2/3285 levy:191b.145a
hdl:1774.2/3286 levy:157.023
hdl:1774.2/3287 levy:006.090
hdl:1774.2/3288 levy:191a.139
hdl:1774.2/3289 levy:145.068
hdl:1774.2/3290 levy:095.058
hdl:1774.2/3291 levy:013.063
hdl:1774.2/3292 levy:150.076
hdl:1774.2/3293 levy:133.041
hdl:1774.2/3294 levy:159.004a
hdl:1774.2/3295 levy:033.079a
hdl:1774.2/3296 levy:096.103
hdl:1774.2/3297 levy:170.158
hdl:1774.2/3298 levy:153.127
hdl:1774.2/3299 levy:190.233
hdl:1774.2/3300 levy:011.029
hdl:1774.2/3301 levy:193.273
hdl:1774.2/3302 levy:191b.087
hdl:1774.2/3303 levy:053.024
hdl:1774.2/3304 levy:042.099
hdl:1774.2/3305 levy:022.108
hdl:1774.2/3306 levy:181.005
hdl:1774.2/3307 levy:127.129
hdl:1774.2/3308 levy:036.021
hdl:1774.2/3309 levy:078.239
hdl:1774.2/3310 levy:129.002
hdl:1774.2/3311 levy:012.107a
hdl:1774.2/3312 levy:190.210
hdl:1774.2/3313 levy:106.045
hdl:1774.2/3314 levy:080.063
hdl:1774.2/3315 levy:027.132
hdl:1774.2/3316 levy:173.082
hdl:1774.2/3317 levy:043.038
hdl:1774.2/3318 levy:122.044
hdl:1774.2/3319 levy:048.091
hdl:1774.2/3320 levy:027.064
hdl:1774.2/3321 levy:007.009
hdl:1774.2/3322 levy:004.090
hdl:1774.2/3323 levy:128.015
hdl:1774.2/3324 levy:050.074
hdl:1774.2/3325 levy:141.182
hdl:1774.2/3326 levy:078.041
hdl:1774.2/3327 levy:173.025
hdl:1774.2/3329 levy:009.098
hdl:1774.2/3331 levy:163.077
hdl:1774.2/3332 levy:187.100
hdl:1774.2/3333 levy:027.022a
hdl:1774.2/3334 levy:187.038
hdl:1774.2/3335 levy:103.088
hdl:1774.2/3336 levy:191b.108
hdl:1774.2/3337 levy:175.075a
hdl:1774.2/3338 levy:016.048
hdl:1774.2/3339 levy:058.033
hdl:1774.2/3340 levy:003.114
hdl:1774.2/3341 levy:064.060
hdl:1774.2/3342 levy:156.064
hdl:1774.2/3343 levy:076.144
hdl:1774.2/3344 levy:099.045
hdl:1774.2/3345 levy:133.147
hdl:1774.2/3346 levy:081.004
hdl:1774.2/3347 levy:143.048
hdl:1774.2/3348 levy:068.011
hdl:1774.2/3349 levy:106.110
hdl:1774.2/3350 levy:009.022a
hdl:1774.2/3351 levy:000.007
hdl:1774.2/3352 levy:079.146
hdl:1774.2/3353 levy:100.106
hdl:1774.2/3354 levy:170.129
hdl:1774.2/3355 levy:060.021
hdl:1774.2/3356 levy:156.191
hdl:1774.2/3357 levy:063.108
hdl:1774.2/3358 levy:042.069b
hdl:1774.2/3359 levy:136.060
hdl:1774.2/3360 levy:101.021
hdl:1774.2/3361 levy:041.144
hdl:1774.2/3362 levy:149.009
hdl:1774.2/3363 levy:075.101
hdl:1774.2/3364 levy:124.084a
hdl:1774.2/3365 levy:171.088
hdl:1774.2/3366 levy:119.049
hdl:1774.2/3367 levy:056.001
hdl:1774.2/3368 levy:082.006
hdl:1774.2/3369 levy:086.035
hdl:1774.2/3370 levy:180.075
hdl:1774.2/3371 levy:094.035
hdl:1774.2/3372 levy:084.020
hdl:1774.2/3373 levy:090.025
hdl:1774.2/3374 levy:022.039
hdl:1774.2/3375 levy:181.086
hdl:1774.2/3376 levy:017.047
hdl:1774.2/3377 levy:057.113
hdl:1774.2/3378 levy:097.051
hdl:1774.2/3379 levy:137.104
hdl:1774.2/3380 levy:083.001
hdl:1774.2/3381 levy:138.071
hdl:1774.2/3382 levy:089.105
hdl:1774.2/3383 levy:149.083
hdl:1774.2/3384 levy:154a.048
hdl:1774.2/3385 levy:182.086
hdl:1774.2/3386 levy:063.129
hdl:1774.2/3387 levy:068.149
hdl:1774.2/3388 levy:193.120
hdl:1774.2/3389 levy:175.132
hdl:1774.2/3390 levy:039.043
hdl:1774.2/3391 levy:189.162
hdl:1774.2/3392 levy:161.060
hdl:1774.2/3393 levy:158.030b
hdl:1774.2/3394 levy:150a.103
hdl:1774.2/3395 levy:103.038
hdl:1774.2/3396 levy:151.075
hdl:1774.2/3397 levy:101.087
hdl:1774.2/3398 levy:115.093
hdl:1774.2/3399 levy:024.082
hdl:1774.2/3400 levy:153.076
hdl:1774.2/3401 levy:047.058
hdl:1774.2/3402 levy:179.110
hdl:1774.2/3403 levy:026.050
hdl:1774.2/3404 levy:097.057
hdl:1774.2/3405 levy:003.071
hdl:1774.2/3406 levy:100.009
hdl:1774.2/3407 levy:185.085
hdl:1774.2/3408 levy:032.020
hdl:1774.2/3409 levy:141.138
hdl:1774.2/3410 levy:175.022a
hdl:1774.2/3411 levy:076.115a
hdl:1774.2/3412 levy:059.152
hdl:1774.2/3413 levy:088.026
hdl:1774.2/3414 levy:148.134
hdl:1774.2/3415 levy:011.092
hdl:1774.2/3416 levy:028.142
hdl:1774.2/3417 levy:031.074c
hdl:1774.2/3418 levy:030.078
hdl:1774.2/3419 levy:083.061
hdl:1774.2/3420 levy:149.076
hdl:1774.2/3421 levy:104.085
hdl:1774.2/3422 levy:045.040
hdl:1774.2/3423 levy:135.094
hdl:1774.2/3424 levy:017.037
hdl:1774.2/3425 levy:072.055
hdl:1774.2/3426 levy:187.033
hdl:1774.2/3427 levy:181.045
hdl:1774.2/3428 levy:079.089
hdl:1774.2/3429 levy:097.069
hdl:1774.2/3430 levy:120.084
hdl:1774.2/3431 levy:126.020
hdl:1774.2/3432 levy:096.007
hdl:1774.2/3433 levy:152.136
hdl:1774.2/3434 levy:091.071
hdl:1774.2/3435 levy:067.071
hdl:1774.2/3436 levy:074.166
hdl:1774.2/3437 levy:172.015
hdl:1774.2/3438 levy:134.038
hdl:1774.2/3439 levy:122.049
hdl:1774.2/3440 levy:131.154
hdl:1774.2/3441 levy:160.073
hdl:1774.2/3442 levy:088.088
hdl:1774.2/3443 levy:190.188
hdl:1774.2/3444 levy:060.046
hdl:1774.2/3445 levy:164.005
hdl:1774.2/3446 levy:151.071
hdl:1774.2/3447 levy:158.239
hdl:1774.2/3448 levy:035.118
hdl:1774.2/3449 levy:024.034
hdl:1774.2/3450 levy:031.006a
hdl:1774.2/3451 levy:081.064
hdl:1774.2/3452 levy:131.109
hdl:1774.2/3453 levy:068.033
hdl:1774.2/3454 levy:165.101
hdl:1774.2/3455 levy:147.104
hdl:1774.2/3456 levy:146.055
hdl:1774.2/3457 levy:085.073
hdl:1774.2/3458 levy:180.020
hdl:1774.2/3459 levy:062.031
hdl:1774.2/3460 levy:156.043
hdl:1774.2/3461 levy:093.116
hdl:1774.2/3462 levy:074.018
hdl:1774.2/3463 levy:155.020
hdl:1774.2/3464 levy:189.120
hdl:1774.2/3465 levy:144.027
hdl:1774.2/3466 levy:138.105
hdl:1774.2/3467 levy:125.140
hdl:1774.2/3468 levy:158.075b
hdl:1774.2/3469 levy:154.005
hdl:1774.2/3470 levy:061.152
hdl:1774.2/3471 levy:170.062
hdl:1774.2/3472 levy:185.035
hdl:1774.2/3473 levy:183.078
hdl:1774.2/3474 levy:123.007b
hdl:1774.2/3475 levy:183.040
hdl:1774.2/3476 levy:027.072
hdl:1774.2/3477 levy:113.007
hdl:1774.2/3478 levy:047.030
hdl:1774.2/3479 levy:092.101
hdl:1774.2/3480 levy:043.137
hdl:1774.2/3481 levy:175.088
hdl:1774.2/3482 levy:127.117
hdl:1774.2/3483 levy:160.062
hdl:1774.2/3484 levy:190.176
hdl:1774.2/3485 levy:191b.031
hdl:1774.2/3486 levy:057.101
hdl:1774.2/3487 levy:181.062
hdl:1774.2/3488 levy:170.020
hdl:1774.2/3489 levy:062.026
hdl:1774.2/3490 levy:005.051
hdl:1774.2/3491 levy:059.117
hdl:1774.2/3492 levy:062.069e
hdl:1774.2/3493 levy:183.098
hdl:1774.2/3494 levy:131.031
hdl:1774.2/3495 levy:061.028a
hdl:1774.2/3496 levy:081.084
hdl:1774.2/3497 levy:143.095
hdl:1774.2/3498 levy:039.003
hdl:1774.2/3499 levy:080.169
hdl:1774.2/3500 levy:114.110
hdl:1774.2/3501 levy:040.134
hdl:1774.2/3502 levy:006.041
hdl:1774.2/3503 levy:065.025
hdl:1774.2/3504 levy:156.041
hdl:1774.2/3505 levy:082.129
hdl:1774.2/3506 levy:143.097
hdl:1774.2/3507 levy:191a.191
hdl:1774.2/3508 levy:151.021
hdl:1774.2/3509 levy:182.124
hdl:1774.2/3510 levy:160.135
hdl:1774.2/3511 levy:064.111
hdl:1774.2/3512 levy:077.092
hdl:1774.2/3513 levy:001.141
hdl:1774.2/3514 levy:050.048
hdl:1774.2/3515 levy:066.020
hdl:1774.2/3516 levy:152.187
hdl:1774.2/3517 levy:160.125
hdl:1774.2/3518 levy:034.049
hdl:1774.2/3519 levy:151.177
hdl:1774.2/3520 levy:074.096
hdl:1774.2/3521 levy:154a.013
hdl:1774.2/3522 levy:081.124
hdl:1774.2/3523 levy:159.079
hdl:1774.2/3524 levy:072.037
hdl:1774.2/3525 levy:179.009
hdl:1774.2/3526 levy:112.050
hdl:1774.2/3527 levy:155.024
hdl:1774.2/3528 levy:154a.138
hdl:1774.2/3529 levy:154a.129
hdl:1774.2/3530 levy:122.096
hdl:1774.2/3531 levy:053.006
hdl:1774.2/3532 levy:076.018
hdl:1774.2/3533 levy:154.054a
hdl:1774.2/3535 levy:157.100
hdl:1774.2/3536 levy:071.054
hdl:1774.2/3537 levy:116.089
hdl:1774.2/3538 levy:136.115
hdl:1774.2/3539 levy:062.027
hdl:1774.2/3540 levy:136.048
hdl:1774.2/3541 levy:110.055
hdl:1774.2/3542 levy:178.047
hdl:1774.2/3543 levy:122.045
hdl:1774.2/3544 levy:007.128
hdl:1774.2/3545 levy:110.126
hdl:1774.2/3546 levy:102.109
hdl:1774.2/3547 levy:171.078
hdl:1774.2/3548 levy:062.039
hdl:1774.2/3549 levy:102.033
hdl:1774.2/3550 levy:080.069
hdl:1774.2/3551 levy:184.096
hdl:1774.2/3552 levy:043.087
hdl:1774.2/3553 levy:063.126
hdl:1774.2/3554 levy:131.077
hdl:1774.2/3555 levy:169.134
hdl:1774.2/3556 levy:036.008
hdl:1774.2/3557 levy:155.212
hdl:1774.2/3558 levy:191b.112
hdl:1774.2/3559 levy:154.074
hdl:1774.2/3560 levy:100.101
hdl:1774.2/3561 levy:080.101
hdl:1774.2/3562 levy:081.168
hdl:1774.2/3563 levy:137.024
hdl:1774.2/3564 levy:056.079e
